Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,User created at,CV Last updated by owner,CV Last updated,Years of education,Years since first work experience,Access roles,Has profile image,Owns a reference project,Read and understood privacy notice,SFIA Level,CPD Level,CPD Band,CPD Label
Deborah Kerr,int:Deborah Kerr,int:Senior MLOps Engineer,deborah.kerr@example.com,deborahkerr,ext_b7ac1445,b7ac1445,cv_b7ac1445,485-613-2797,372-830-8481x00184,1972,Data Engineering,United Kingdom,2019-04-02,2025-02-04,2025-03-24,10,14,Country Manager,False,False,True,4,3,E,CPD3E
Margaret Jones,int:Margaret Jones,int:Senior Databricks Engineer,margaret.jones@mail.test,margaretjones,ext_2f8c019a,2f8c019a,cv_2f8c019a,(603)503-6625,+1-761-372-1314x51951,1999,Data Engineering,United Kingdom,2025-05-27,2025-11-14,2025-08-29,17,18,Country Manager,False,True,True,4,3,E,CPD3E
Gabriel Parker,int:Gabriel Parker,int:Consultant Kubernetes Engineer,gabriel.parker@example.org,gabrielparker,ext_0639d128,0639d128,cv_0639d128,8924268592,+1-749-445-1475x41022,1986,Cloud Engineering,Spain,2021-03-13,2025-03-08,2025-10-12,20,8,Administrator,True,True,False,3,2,L,CPD2L
Kaitlyn Carroll,int:Kaitlyn Carroll,int:Senior Full-stack Engineer,kaitlyn.carroll@mail.test,kaitlyncarroll,ext_66dfa51c,66dfa51c,cv_66dfa51c,(877)711-9642x1522,976-576-9523x66878,1984,Software Engineering,Ireland,2018-10-31,2025-01-22,2025-10-17,11,12,User,True,False,True,4,3,E,CPD3E
Keith Martinez,int:Keith Martinez,int:Principal Delivery Manager,keith.martinez@example.com,keithmartinez,ext_2981aea2,2981aea2,cv_2981aea2,(719)968-9313x5030,(810)555-2472,1978,Delivery Management,Australia,2025-04-13,2025-06-19,2025-02-17,16,21,Country Manager,False,True,False,5,3,L,CPD3L
Haley Lyons,int:Haley Lyons,int:Associate .NET Engineer,haley.lyons@example.org,haleylyons,ext_bd648016,bd648016,cv_bd648016,730.221.2606,001-519-317-9202x521,1978,Software Engineering,United Kingdom,2019-10-11,2025-02-15,2025-01-23,20,10,Country Manager,False,False,True,2,1,E,CPD1E
Sherri Mason,int:Sherri Mason,int:Principal Cloud Architect,sherri.mason@example.com,sherrimason,ext_60fdc1c2,60fdc1c2,cv_60fdc1c2,9968227284,001-257-804-1200x9282,1999,Architecture,United Kingdom,2021-04-03,2025-02-02,2025-01-05,11,7,Country Manager,True,True,True,5,3,L,CPD3L
Troy Miller,int:Troy Miller,int:Principal Oracle Engineer,troy.miller@example.com,troymiller,ext_26cd16bb,26cd16bb,cv_26cd16bb,(478)549-8436x24186,(890)436-2891x7756,1975,Cloud Engineering,India,2021-03-12,2025-06-09,2024-11-27,11,5,Country Manager,True,False,False,5,3,L,CPD3L
Bill Reynolds,int:Bill Reynolds,int:Senior Scrum Master,bill.reynolds@example.org,billreynolds,ext_006ab2d1,006ab2d1,cv_006ab2d1,7562341115,642.581.1390,1979,Delivery Management,Australia,2017-11-30,2025-06-11,2025-09-12,11,8,Country Manager,True,True,True,4,3,E,CPD3E
Marcus Wright,int:Marcus Wright,int:Associate Python Developer,marcus.wright@mail.test,marcuswright,ext_08ead060,08ead060,cv_08ead060,+1-930-234-1990,5517405468,1969,Data Engineering,United Kingdom,2020-06-11,2025-09-16,2025-07-09,13,4,Country Manager,True,True,False,2,1,E,CPD1E
Christopher Hayden,int:Christopher Hayden,int:Associate C# Developer,christopher.hayden@mail.test,christopherhayden,ext_f09befcb,f09befcb,cv_f09befcb,001-965-221-5681x82096,722-971-1332x2889,1981,Software Engineering,Ireland,2019-04-15,2025-06-26,2025-01-23,20,12,Administrator,True,True,True,2,1,E,CPD1E
Mary Johnston,int:Mary Johnston,int:Consultant Scrum Master,mary.johnston@example.com,maryjohnston,ext_dcaf171e,dcaf171e,cv_dcaf171e,(554)359-6063,(997)310-2481,2000,Delivery Management,United Kingdom,2019-06-25,2025-06-24,2025-08-20,19,25,Administrator,True,True,True,3,2,L,CPD2L
Stephanie Key,int:Stephanie Key,int:Consultant Solution Architect,stephanie.key@example.com,stephaniekey,ext_77b866f1,77b866f1,cv_77b866f1,452.942.1495x511,874-472-1970x546,2000,Architecture,India,2017-12-09,2025-05-18,2025-05-05,19,6,Country Manager,False,True,True,3,2,L,CPD2L
Emily Adams,int:Emily Adams,int:Senior Python Developer,emily.adams@example.com,emilyadams,ext_c0dae222,c0dae222,cv_c0dae222,258.595.5168x740,001-880-921-4629x613,1975,Data Engineering,India,2020-08-25,2025-10-04,2025-06-01,17,25,Administrator,False,False,True,4,3,E,CPD3E
Billy Avila,int:Billy Avila,int:Principal MLOps Engineer,billy.avila@mail.test,billyavila,ext_46c121e4,46c121e4,cv_46c121e4,+1-815-777-8711x21663,955-297-3714,1987,Data Engineering,USA,2018-03-03,2025-10-11,2025-03-17,18,14,Country Manager,False,False,True,5,3,L,CPD3L
Thomas Pearson,int:Thomas Pearson,int:Senior Analytics Engineer,thomas.pearson@example.org,thomaspearson,ext_bc990ad5,bc990ad5,cv_bc990ad5,+1-827-223-5909,(467)330-3064x421,1974,Data Engineering,Ireland,2021-06-06,2025-08-21,2025-10-13,11,5,Country Manager,False,False,True,4,3,E,CPD3E
Sabrina White,int:Sabrina White,int:Senior MLOps Engineer,sabrina.white@example.org,sabrinawhite,ext_ca49c313,ca49c313,cv_ca49c313,861-747-6834x201,001-242-535-6778x26596,1975,Data Engineering,United Kingdom,2023-04-07,2025-03-17,2024-12-09,14,25,Country Manager,False,False,False,4,3,E,CPD3E
Brenda Walters,int:Brenda Walters,int:Senior ML Engineer,brenda.walters@mail.test,brendawalters,ext_004e8171,004e8171,cv_004e8171,499-925-5027,816-448-0727x91033,1977,AI/ML,USA,2020-10-10,2025-10-31,2025-09-26,14,16,Administrator,False,True,True,4,3,E,CPD3E
Travis Davis,int:Travis Davis,int:Consultant Python Developer,travis.davis@example.org,travisdavis,ext_53da6959,53da6959,cv_53da6959,+1-663-353-3905x504,001-477-966-5586x851,1992,Data Engineering,United Kingdom,2019-02-04,2025-03-22,2025-08-04,12,10,User,True,True,False,3,2,L,CPD2L
Michael Cook,int:Michael Cook,int:Senior Backend Engineer,michael.cook@example.org,michaelcook,ext_ae449425,ae449425,cv_ae449425,(352)389-2866x46491,909-261-7981,2002,Software Engineering,Australia,2019-09-30,2025-05-07,2025-04-03,16,4,Administrator,False,False,False,4,3,E,CPD3E
Elizabeth Hodge,int:Elizabeth Hodge,int:Senior Analytics Engineer,elizabeth.hodge@mail.test,elizabethhodge,ext_ba581d2a,ba581d2a,cv_ba581d2a,+1-846-833-7861x37157,5532844446,1978,Data Engineering,United Kingdom,2020-05-12,2025-01-28,2024-12-05,14,23,Country Manager,False,False,True,4,3,E,CPD3E
Mark Steele,int:Mark Steele,int:Senior Full-stack Engineer,mark.steele@mail.test,marksteele,ext_dca7d868,dca7d868,cv_dca7d868,(800)502-5895x52963,+1-860-596-2626x582,1998,Software Engineering,India,2019-07-28,2025-06-23,2025-06-04,16,9,Administrator,False,False,False,4,3,E,CPD3E
Keith Landry,int:Keith Landry,int:Principal Cloud Architect,keith.landry@example.com,keithlandry,ext_9bc61ae8,9bc61ae8,cv_9bc61ae8,728-519-6482,310-860-9209,1969,Architecture,India,2018-11-12,2025-05-20,2025-10-18,11,14,Country Manager,False,False,False,5,3,L,CPD3L
Lisa Pierce,int:Lisa Pierce,int:Consultant Data Platform Engineer,lisa.pierce@mail.test,lisapierce,ext_8f34683d,8f34683d,cv_8f34683d,5278523343,001-440-641-2091x17911,1972,Data Engineering,United Kingdom,2022-06-16,2024-12-14,2025-04-13,12,1,Administrator,False,True,False,3,2,L,CPD2L
Shawn Edwards,int:Shawn Edwards,int:Senior Analytics Engineer,shawn.edwards@example.com,shawnedwards,ext_7a4ff05c,7a4ff05c,cv_7a4ff05c,321-917-5361x706,+1-213-366-5722x4029,1969,Data Engineering,USA,2022-04-29,2024-11-27,2024-12-05,15,19,Country Manager,True,False,True,4,3,E,CPD3E
Marcus Cordova,int:Marcus Cordova,int:Consultant Backend Engineer,marcus.cordova@example.org,marcuscordova,ext_17b94680,17b94680,cv_17b94680,257-499-8028x41390,451.630.5231,1987,Software Engineering,Australia,2021-10-19,2025-07-03,2025-10-22,17,21,Country Manager,True,True,False,3,2,L,CPD2L
Richard Robertson,int:Richard Robertson,int:Associate .NET Engineer,richard.robertson@mail.test,richardrobertson,ext_882d45e9,882d45e9,cv_882d45e9,573-615-8477x686,(534)961-9942,1974,Software Engineering,India,2019-03-28,2025-05-22,2025-10-07,11,19,Country Manager,False,False,True,2,1,E,CPD1E
Vanessa Sandoval,int:Vanessa Sandoval,int:Principal Backend Engineer,vanessa.sandoval@example.org,vanessasandoval,ext_8b631094,8b631094,cv_8b631094,(776)394-5919x66395,220.384.9649x856,2002,Software Engineering,Ireland,2022-05-12,2024-12-29,2024-11-20,16,9,Administrator,False,True,True,5,3,L,CPD3L
Amy Gutierrez,int:Amy Gutierrez,int:Principal .NET Engineer,amy.gutierrez@example.com,amygutierrez,ext_4f2e2b96,4f2e2b96,cv_4f2e2b96,(756)425-3135,001-851-605-0537x95381,1985,Software Engineering,United Kingdom,2018-09-21,2025-03-24,2025-09-01,19,24,User,True,True,False,5,3,L,CPD3L
Jacob Cox,int:Jacob Cox,int:Principal DevOps Engineer,jacob.cox@example.com,jacobcox,ext_62373579,62373579,cv_62373579,+1-738-731-8491x966,330.977.0461,1994,Cloud Engineering,Slovenia,2022-04-20,2024-11-29,2025-01-12,16,9,Administrator,False,True,False,5,3,L,CPD3L
Katherine Garrett,int:Katherine Garrett,int:Consultant Data Architect,katherine.garrett@example.org,katherinegarrett,ext_9c6139a1,9c6139a1,cv_9c6139a1,(295)296-3904,342.860.8805x017,1983,Architecture,United Kingdom,2022-05-24,2025-08-26,2025-06-29,18,14,Country Manager,False,True,True,3,2,L,CPD2L
Kathleen Harris,int:Kathleen Harris,int:Consultant DevOps Engineer,kathleen.harris@example.org,kathleenharris,ext_13ba0517,13ba0517,cv_13ba0517,001-644-955-6185x7906,515.491.0300x2156,1970,Cloud Engineering,Ireland,2020-06-04,2025-05-13,2024-12-07,11,11,Administrator,False,True,False,3,2,L,CPD2L
Andrea Pennington,int:Andrea Pennington,int:Consultant Analytics Engineer,andrea.pennington@example.com,andreapennington,ext_9314cf15,9314cf15,cv_9314cf15,235-680-0401,945-396-4229,1983,Data Engineering,United Kingdom,2024-08-14,2025-07-17,2025-01-12,18,22,User,False,False,True,3,2,L,CPD2L
Samuel Wolfe,int:Samuel Wolfe,int:Principal MLOps Engineer,samuel.wolfe@example.com,samuelwolfe,ext_dd752c62,dd752c62,cv_dd752c62,(552)996-7188,+1-374-357-3144x15833,1992,Data Engineering,Ireland,2023-03-25,2025-04-04,2025-04-20,12,4,Country Manager,True,True,False,5,3,L,CPD3L
David Dudley,int:David Dudley,int:Senior MLOps Engineer,david.dudley@mail.test,daviddudley,ext_4bf3418a,4bf3418a,cv_4bf3418a,703.603.7637x1539,001-572-881-2356x798,1975,Data Engineering,India,2022-04-29,2025-05-14,2025-03-17,17,22,User,True,False,True,4,3,E,CPD3E
Chelsea Allen,int:Chelsea Allen,int:Associate Solution Architect,chelsea.allen@example.org,chelseaallen,ext_1c063d2a,1c063d2a,cv_1c063d2a,914.362.4912,001-313-307-2407x8754,1983,Architecture,Ireland,2023-01-14,2025-04-03,2025-05-01,14,21,User,False,True,True,2,1,E,CPD1E
Eric Pierce,int:Eric Pierce,int:Senior Data Scientist,eric.pierce@example.org,ericpierce,ext_2fed8586,2fed8586,cv_2fed8586,(763)326-8685x074,6669343629,1973,AI/ML,USA,2023-03-27,2025-06-28,2025-10-05,12,15,Country Manager,False,False,True,4,3,E,CPD3E
Andrea Davis,int:Andrea Davis,int:Senior Frontend Engineer,andrea.davis@mail.test,andreadavis,ext_d51f2ec0,d51f2ec0,cv_d51f2ec0,361.603.1310x09431,596.466.1347,1995,Software Engineering,Australia,2024-09-30,2025-03-28,2024-11-25,18,3,Administrator,False,False,False,4,3,E,CPD3E
Victoria Durham,int:Victoria Durham,int:Principal .NET Engineer,victoria.durham@mail.test,victoriadurham,ext_58a35af4,58a35af4,cv_58a35af4,954.694.0128,001-832-751-2257x207,1976,Software Engineering,United Kingdom,2025-11-03,2025-08-27,2025-07-11,20,10,Country Manager,False,True,True,5,3,L,CPD3L
Steven Wilson,int:Steven Wilson,int:Principal Oracle Engineer,steven.wilson@mail.test,stevenwilson,ext_545305de,545305de,cv_545305de,2249120957,471.400.9438,1994,Cloud Engineering,Spain,2022-04-17,2025-08-06,2025-10-03,12,9,Country Manager,True,False,False,5,3,L,CPD3L
Marilyn Jimenez,int:Marilyn Jimenez,int:Principal Databricks Engineer,marilyn.jimenez@example.org,marilynjimenez,ext_ee56e441,ee56e441,cv_ee56e441,001-211-745-7758x47457,758-997-1480x2632,1982,Data Engineering,United Kingdom,2025-08-23,2025-10-21,2025-04-24,11,15,Administrator,True,False,True,5,3,L,CPD3L
Jennifer Hicks,int:Jennifer Hicks,int:Senior Python Developer,jennifer.hicks@example.com,jenniferhicks,ext_0321eeea,0321eeea,cv_0321eeea,3396653136,+1-587-282-4556x9644,1978,Data Engineering,India,2019-07-07,2025-07-24,2024-11-15,18,14,Administrator,False,False,True,4,3,E,CPD3E
Joshua Davenport,int:Joshua Davenport,int:Senior Databricks Engineer,joshua.davenport@example.org,joshuadavenport,ext_72c4d95a,72c4d95a,cv_72c4d95a,001-685-391-6795,4726728498,1976,Data Engineering,Ireland,2021-01-14,2025-04-20,2025-09-02,14,24,Administrator,True,False,True,4,3,E,CPD3E
Tina Sanchez,int:Tina Sanchez,int:Consultant Databricks Engineer,tina.sanchez@example.com,tinasanchez,ext_29bc25c1,29bc25c1,cv_29bc25c1,641.240.7034x9107,(550)804-2548x82142,1991,Data Engineering,Ireland,2019-05-04,2024-11-26,2025-04-26,11,1,User,False,True,False,3,2,L,CPD2L
Andrea Reyes,int:Andrea Reyes,int:Principal Databricks Engineer,andrea.reyes@mail.test,andreareyes,ext_ac3bd022,ac3bd022,cv_ac3bd022,001-814-830-7536,444-594-2965,1984,Data Engineering,Slovenia,2025-01-20,2025-01-09,2024-12-07,10,11,Administrator,True,False,False,5,3,L,CPD3L
Sandra Romero,int:Sandra Romero,int:Associate AWS Engineer,sandra.romero@mail.test,sandraromero,ext_dd6913a6,dd6913a6,cv_dd6913a6,426-883-4414x978,(912)287-5857x56766,1984,Cloud Engineering,India,2020-03-20,2025-01-22,2025-08-16,14,13,User,False,True,True,2,1,E,CPD1E
Natasha Shields,int:Natasha Shields,int:Principal Backend Engineer,natasha.shields@mail.test,natashashields,ext_b0834993,b0834993,cv_b0834993,+1-706-412-9439,+1-289-340-6260x787,1976,Software Engineering,India,2024-11-13,2025-09-11,2025-03-05,12,9,Country Manager,True,False,True,5,3,L,CPD3L
Joshua Tyler,int:Joshua Tyler,int:Senior Kubernetes Engineer,joshua.tyler@mail.test,joshuatyler,ext_da69780f,da69780f,cv_da69780f,7412591497,498-503-8287,1984,Cloud Engineering,Ireland,2019-01-01,2025-02-04,2024-12-14,16,6,Country Manager,False,False,True,4,3,E,CPD3E
Robert Villa,int:Robert Villa,int:Consultant Data Architect,robert.villa@example.org,robertvilla,ext_d875ddbd,d875ddbd,cv_d875ddbd,+1-324-540-7931x10291,617.808.7601,1982,Architecture,Australia,2023-10-27,2025-03-07,2025-10-26,14,6,Administrator,False,False,True,3,2,L,CPD2L
William Hoover,int:William Hoover,int:Principal Frontend Engineer,william.hoover@example.com,williamhoover,ext_b82f4ff6,b82f4ff6,cv_b82f4ff6,423.584.9791x6202,(988)737-7441,1975,Software Engineering,Slovenia,2024-03-19,2025-02-28,2025-06-29,11,7,Administrator,False,True,True,5,3,L,CPD3L
Justin Evans,int:Justin Evans,int:Consultant Full-stack Engineer,justin.evans@example.com,justinevans,ext_bdc0c46a,bdc0c46a,cv_bdc0c46a,+1-846-261-7662x04719,001-940-697-0527,2001,Software Engineering,Spain,2019-06-23,2025-11-02,2025-06-23,11,8,Administrator,False,True,False,3,2,L,CPD2L
Brenda Duarte,int:Brenda Duarte,int:Consultant Data Platform Engineer,brenda.duarte@mail.test,brendaduarte,ext_9441b3f2,9441b3f2,cv_9441b3f2,3254883586,+1-925-495-7244x6176,1988,Data Engineering,Spain,2024-02-25,2025-01-15,2024-12-14,17,23,Administrator,False,False,False,3,2,L,CPD2L
Tracy Hernandez,int:Tracy Hernandez,int:Senior Frontend Engineer,tracy.hernandez@example.com,tracyhernandez,ext_aa4a5df2,aa4a5df2,cv_aa4a5df2,001-888-342-5995,5025311775,1976,Software Engineering,United Kingdom,2023-07-04,2025-04-25,2025-07-08,15,2,Administrator,True,False,True,4,3,E,CPD3E
Amanda Reed,int:Amanda Reed,int:Senior Data Architect,amanda.reed@example.org,amandareed,ext_cd43e5e2,cd43e5e2,cv_cd43e5e2,226-361-0941,559.502.5176x298,1992,Architecture,USA,2021-05-12,2024-11-30,2025-01-11,11,10,Country Manager,False,False,False,4,3,E,CPD3E
Andrea Daniels,int:Andrea Daniels,int:Senior Cloud Architect,andrea.daniels@mail.test,andreadaniels,ext_ceda2751,ceda2751,cv_ceda2751,277-343-3268x319,702.405.6981,1999,Architecture,Spain,2020-11-17,2025-05-11,2025-01-05,14,19,Country Manager,False,True,False,4,3,E,CPD3E
Stanley Morris,int:Stanley Morris,int:Senior C# Developer,stanley.morris@example.org,stanleymorris,ext_d8abb0ce,d8abb0ce,cv_d8abb0ce,+1-987-833-9785x59821,+1-761-291-2841x1730,1997,Software Engineering,Spain,2018-04-16,2025-04-06,2025-10-06,17,17,Administrator,True,False,False,4,3,E,CPD3E
Jacob Terry,int:Jacob Terry,int:Senior Data Engineer,jacob.terry@example.org,jacobterry,ext_cf8018ab,cf8018ab,cv_cf8018ab,544.665.1241,(590)781-9740x0564,1983,Data Engineering,Australia,2020-01-04,2025-02-27,2025-04-12,19,2,Country Manager,True,True,True,4,3,E,CPD3E
Ashley Hall,int:Ashley Hall,int:Senior Oracle Engineer,ashley.hall@example.org,ashleyhall,ext_48176303,48176303,cv_48176303,001-302-838-5037x19905,+1-591-787-2401x078,1990,Cloud Engineering,Australia,2023-01-07,2025-08-14,2025-04-28,18,1,User,True,False,True,4,3,E,CPD3E
Kimberly Williams,int:Kimberly Williams,int:Senior Project Manager,kimberly.williams@mail.test,kimberlywilliams,ext_75b16bd2,75b16bd2,cv_75b16bd2,(274)830-0038x96087,001-762-866-8217x19553,1997,Delivery Management,USA,2018-05-11,2025-01-10,2025-07-06,15,6,Country Manager,True,True,True,4,3,E,CPD3E
Julie Thornton,int:Julie Thornton,int:Associate Python Developer,julie.thornton@example.com,juliethornton,ext_c65078dd,c65078dd,cv_c65078dd,2332190368,001-530-610-2724x0559,1993,Data Engineering,United Kingdom,2024-07-26,2025-06-13,2025-01-03,20,16,Administrator,False,False,False,2,1,E,CPD1E
Lisa Hughes,int:Lisa Hughes,int:Principal Analytics Engineer,lisa.hughes@example.com,lisahughes,ext_84cbc09e,84cbc09e,cv_84cbc09e,(596)971-1148,001-353-274-5843x845,1993,Data Engineering,India,2022-06-25,2024-11-24,2025-08-11,12,1,Administrator,True,True,True,5,3,L,CPD3L
Elizabeth Hoover,int:Elizabeth Hoover,int:Consultant Data Engineer,elizabeth.hoover@mail.test,elizabethhoover,ext_9fc8236d,9fc8236d,cv_9fc8236d,(569)374-1328x348,(820)637-7107x044,1995,Data Engineering,United Kingdom,2018-11-08,2025-04-13,2025-11-04,11,10,User,False,True,False,3,2,L,CPD2L
Tina Simpson,int:Tina Simpson,int:Senior Kubernetes Engineer,tina.simpson@example.org,tinasimpson,ext_5dd21056,5dd21056,cv_5dd21056,904-296-7066,736.226.8040,1998,Cloud Engineering,United Kingdom,2025-08-27,2025-11-11,2025-09-24,13,10,Country Manager,False,True,False,4,3,E,CPD3E
Benjamin Shaw,int:Benjamin Shaw,int:Principal Frontend Engineer,benjamin.shaw@example.org,benjaminshaw,ext_cbd2df49,cbd2df49,cv_cbd2df49,+1-854-693-0596x601,+1-976-599-8426,1986,Software Engineering,Slovenia,2025-06-17,2025-02-18,2025-11-06,17,17,Country Manager,False,True,True,5,3,L,CPD3L
Brittany Kane,int:Brittany Kane,int:Principal Backend Engineer,brittany.kane@mail.test,brittanykane,ext_85e57162,85e57162,cv_85e57162,(804)241-3845,+1-445-944-9014x954,1998,Software Engineering,Ireland,2024-07-25,2025-06-21,2025-08-09,17,23,Country Manager,False,True,True,5,3,L,CPD3L
Morgan Alexander,int:Morgan Alexander,int:Lead Data Engineer,morgan.alexander@example.org,morganalexander,ext_c5bb117c,c5bb117c,cv_c5bb117c,307.607.0578x360,+1-485-417-2444x723,1989,Data Engineering,Australia,2019-02-14,2025-03-19,2025-08-25,12,10,User,False,False,False,6,4,E,CPD4E
Alicia Bryant,int:Alicia Bryant,int:Principal C# Developer,alicia.bryant@example.org,aliciabryant,ext_cd3acb77,cd3acb77,cv_cd3acb77,+1-503-210-2879x508,001-944-305-8093x511,1976,Software Engineering,Ireland,2023-12-07,2025-06-13,2025-07-18,19,16,Administrator,True,False,False,5,3,L,CPD3L
Jennifer Ortiz,int:Jennifer Ortiz,int:Senior Data Scientist,jennifer.ortiz@mail.test,jenniferortiz,ext_7a3328dc,7a3328dc,cv_7a3328dc,713.735.9561x64205,(557)749-0250x42901,1990,AI/ML,United Kingdom,2018-04-14,2025-09-18,2025-01-03,18,2,Administrator,True,False,False,4,3,E,CPD3E
Diana Moore,int:Diana Moore,int:Principal Data Platform Engineer,diana.moore@example.com,dianamoore,ext_c57d08ab,c57d08ab,cv_c57d08ab,889.353.6902x61139,509.778.8754x39435,1990,Data Engineering,India,2025-05-08,2025-03-26,2025-09-20,12,23,User,True,True,False,5,3,L,CPD3L
Terrance Costa,int:Terrance Costa,int:Associate C# Developer,terrance.costa@example.com,terrancecosta,ext_bf0305bc,bf0305bc,cv_bf0305bc,775.313.7651,(479)637-6392x836,2000,Software Engineering,India,2024-09-10,2025-03-01,2025-03-05,13,12,Administrator,True,False,False,2,1,E,CPD1E
Matthew Schwartz,int:Matthew Schwartz,int:Principal Data Platform Engineer,matthew.schwartz@mail.test,matthewschwartz,ext_b7b15956,b7b15956,cv_b7b15956,955-211-6682x9732,(816)248-7120,1976,Data Engineering,United Kingdom,2024-06-30,2025-05-25,2025-06-22,16,25,Administrator,True,True,False,5,3,L,CPD3L
Debra Christian,int:Debra Christian,int:Senior Analytics Engineer,debra.christian@example.com,debrachristian,ext_a2d8cc01,a2d8cc01,cv_a2d8cc01,001-521-628-8665x268,755-999-9101,1991,Data Engineering,United Kingdom,2018-10-25,2025-04-10,2025-04-18,12,25,User,False,True,True,4,3,E,CPD3E
Melissa Villarreal,int:Melissa Villarreal,int:Senior ML Engineer,melissa.villarreal@example.com,melissavillarreal,ext_f023777b,f023777b,cv_f023777b,(776)947-2298x12099,(857)628-9413x4750,1969,AI/ML,Australia,2020-11-29,2025-04-24,2025-08-23,18,3,Administrator,True,False,False,4,3,E,CPD3E
Norman Stewart,int:Norman Stewart,int:Associate Azure Engineer,norman.stewart@mail.test,normanstewart,ext_34331a9d,34331a9d,cv_34331a9d,765-622-0368x49951,(614)347-7324,2001,Cloud Engineering,USA,2022-07-23,2025-11-11,2025-06-25,20,23,Country Manager,False,False,False,2,1,E,CPD1E
Jennifer Malone,int:Jennifer Malone,int:Senior Scrum Master,jennifer.malone@mail.test,jennifermalone,ext_e14e91a7,e14e91a7,cv_e14e91a7,242.513.8820,4709534967,1996,Delivery Management,India,2018-08-27,2025-10-03,2025-10-28,15,21,Administrator,False,True,False,4,3,E,CPD3E
Monique Johnson,int:Monique Johnson,int:Head of AWS Engineering,monique.johnson@example.org,moniquejohnson,ext_34deca47,34deca47,cv_34deca47,511-376-7412x4151,528-254-7815x06185,1981,Head of AWS Engineering,USA,2024-10-31,2025-02-12,2025-01-16,18,11,User,True,True,True,6,4,E,CPD4E
Casey Welch,int:Casey Welch,int:Consultant Oracle Engineer,casey.welch@example.org,caseywelch,ext_3db74b86,3db74b86,cv_3db74b86,+1-903-629-6334x7272,(531)483-0617,1971,Cloud Engineering,Ireland,2021-09-10,2025-01-26,2025-11-13,11,2,Country Manager,True,False,False,3,2,L,CPD2L
Samantha Bright,int:Samantha Bright,int:Principal Oracle Engineer,samantha.bright@mail.test,samanthabright,ext_f375bf48,f375bf48,cv_f375bf48,4646969357,647.376.9587,2002,Cloud Engineering,United Kingdom,2019-03-13,2025-09-23,2025-06-01,14,10,Administrator,True,False,True,5,3,L,CPD3L
Julie Hamilton,int:Julie Hamilton,int:Principal DevOps Engineer,julie.hamilton@example.com,juliehamilton,ext_bc26b4ce,bc26b4ce,cv_bc26b4ce,414.967.5361,515-862-7796x30448,1974,Cloud Engineering,United Kingdom,2024-03-25,2025-09-10,2025-03-17,16,3,User,True,True,False,5,3,L,CPD3L
Corey Schultz,int:Corey Schultz,int:Senior MLOps Engineer,corey.schultz@example.com,coreyschultz,ext_badcb545,badcb545,cv_badcb545,8856456676,5474350476,2001,Data Engineering,United Kingdom,2021-06-12,2025-08-24,2025-09-03,20,14,Country Manager,False,False,False,4,3,E,CPD3E
Monique Wallace,int:Monique Wallace,int:Associate Azure Engineer,monique.wallace@example.org,moniquewallace,ext_2319bf7f,2319bf7f,cv_2319bf7f,+1-231-299-5298,(815)558-1083x5832,1981,Cloud Engineering,Australia,2020-10-07,2025-09-20,2025-09-15,12,18,Country Manager,False,True,False,2,1,E,CPD1E
Heather Berger,int:Heather Berger,int:Consultant Data Architect,heather.berger@example.com,heatherberger,ext_7824c2d8,7824c2d8,cv_7824c2d8,825-956-3830x0081,3248403304,1991,Architecture,Ireland,2022-06-16,2025-01-18,2025-04-14,14,16,Country Manager,True,True,True,3,2,L,CPD2L
Brandon Flynn,int:Brandon Flynn,int:Senior Delivery Manager,brandon.flynn@example.com,brandonflynn,ext_233cc7ad,233cc7ad,cv_233cc7ad,+1-462-341-1186x0089,001-596-339-4568x0447,1999,Delivery Management,Ireland,2025-11-07,2025-01-30,2025-03-29,11,2,Administrator,False,False,False,4,3,E,CPD3E
Kelly Brooks,int:Kelly Brooks,int:Consultant Full-stack Engineer,kelly.brooks@example.com,kellybrooks,ext_83422707,83422707,cv_83422707,697-564-6136x847,(907)765-8173x9063,1976,Software Engineering,USA,2020-03-19,2025-10-01,2024-12-31,17,22,User,False,True,False,3,2,L,CPD2L
Dustin Schmidt,int:Dustin Schmidt,int:Senior Databricks Engineer,dustin.schmidt@example.com,dustinschmidt,ext_b0619f8e,b0619f8e,cv_b0619f8e,591.345.2118x2379,(669)878-9307,2002,Data Engineering,USA,2025-05-12,2025-01-27,2024-12-28,14,21,User,True,True,True,4,3,E,CPD3E
Ashlee Sparks,int:Ashlee Sparks,int:Consultant Analytics Engineer,ashlee.sparks@mail.test,ashleesparks,ext_b872e117,b872e117,cv_b872e117,952-705-9960x4387,+1-235-477-8811x6162,1973,Data Engineering,Slovenia,2023-09-19,2025-09-15,2024-12-13,19,17,User,True,False,True,3,2,L,CPD2L
George Miller,int:George Miller,int:Consultant Data Scientist,george.miller@example.org,georgemiller,ext_e5c0bde3,e5c0bde3,cv_e5c0bde3,812.837.1067x28728,7414644859,1983,AI/ML,United Kingdom,2017-12-17,2025-03-09,2025-11-04,11,18,User,False,False,True,3,2,L,CPD2L
